"AIRPORT","X_id","Year","Month","Dom_Pax_In","Dom_Pax_Out","Dom_Pax_Total","Int_Pax_In","Int_Pax_Out","Int_Pax_Total","Pax_In","Pax_Out","Pax_Total","Latitude","Longitude"
"ADELAIDE",409,2019,1,293965,298986,592951,58221,49255,107476,352186,348241,700427,-34.945,138.5306
"ADELAIDE",410,2019,2,278620,272735,551355,44990,35260,80250,323610,307995,631605,-34.945,138.5306
"ADELAIDE",411,2019,3,314477,318070,632547,38857,39981,78838,353334,358051,711385,-34.945,138.5306
"ADELAIDE",412,2019,4,315393,315365,630758,40996,46294,87290,356389,361659,718048,-34.945,138.5306
"ADELAIDE",413,2019,5,294271,296479,590750,38454,43024,81478,332725,339503,672228,-34.945,138.5306
"ADELAIDE",414,2019,6,279068,275957,555025,40583,47455,88038,319651,323412,643063,-34.945,138.5306
"ADELAIDE",415,2019,7,321154,325056,646210,55934,49299,105233,377088,374355,751443,-34.945,138.5306
"ADELAIDE",416,2019,8,310165,307344,617509,49885,49320,99205,360050,356664,716714,-34.945,138.5306
"ADELAIDE",417,2019,9,308230,308039,616269,53080,51858,104938,361310,359897,721207,-34.945,138.5306
"ADELAIDE",418,2019,10,345636,343411,689047,55867,43338,99205,401503,386749,788252,-34.945,138.5306
"ADELAIDE",419,2019,11,320697,322044,642741,43856,43075,86931,364553,365119,729672,-34.945,138.5306
"ADELAIDE",420,2019,12,311283,311134,622417,48765,60945,109710,360048,372079,732127,-34.945,138.5306
"ADELAIDE",421,2020,1,294269,298774,593043,63966,53541,117507,358235,352315,710550,-34.945,138.5306
"ADELAIDE",422,2020,2,275909,266178,542087,41150,30615,71765,317059,296793,613852,-34.945,138.5306
"ADELAIDE",423,2020,3,192633,193960,386593,23735,18459,42194,216368,212419,428787,-34.945,138.5306
"ADELAIDE",424,2020,4,5462,6383,11845,0,0,0,5462,6383,11845,-34.945,138.5306
"ADELAIDE",425,2020,5,7273,8466,15739,0,0,0,7273,8466,15739,-34.945,138.5306
"ADELAIDE",426,2020,6,12264,12993,25257,26,51,77,12290,13044,25334,-34.945,138.5306
"ADELAIDE",427,2020,7,25774,27491,53265,350,313,663,26124,27804,53928,-34.945,138.5306
"ADELAIDE",428,2020,8,36135,38427,74562,754,661,1415,36889,39088,75977,-34.945,138.5306
"ADELAIDE",429,2020,9,49137,50346,99483,1123,590,1713,50260,50936,101196,-34.945,138.5306
"ADELAIDE",430,2020,10,90979,90918,181897,1509,537,2046,92488,91455,183943,-34.945,138.5306
"ADELAIDE",431,2020,11,70193,73760,143953,959,481,1440,71152,74241,145393,-34.945,138.5306
"ADELAIDE",432,2020,12,112726,108004,220730,1429,710,2139,114155,108714,222869,-34.945,138.5306
"ADELAIDE",433,2021,1,112901,120628,233529,2115,526,2641,115016,121154,236170,-34.945,138.5306
"ADELAIDE",434,2021,2,97732,97565,195297,1919,459,2378,99651,98024,197675,-34.945,138.5306
"ADELAIDE",435,2021,3,171916,171932,343848,2124,413,2537,174040,172345,346385,-34.945,138.5306
"ADELAIDE",436,2021,4,226873,231100,457973,1798,439,2237,228671,231539,460210,-34.945,138.5306
"ADELAIDE",437,2021,5,208206,212298,420504,2823,1464,4287,211029,213762,424791,-34.945,138.5306
"ADELAIDE",438,2021,6,148588,149609,298197,3040,1642,4682,151628,151251,302879,-34.945,138.5306
"ADELAIDE",439,2021,7,65265,66156,131421,2816,2120,4936,68081,68276,136357,-34.945,138.5306
"ADELAIDE",440,2021,8,39127,39952,79079,1063,871,1934,40190,40823,81013,-34.945,138.5306
"ADELAIDE",441,2021,9,78689,81802,160491,1173,681,1854,79862,82483,162345,-34.945,138.5306
"ADELAIDE",442,2021,10,93731,91605,185336,1152,835,1987,94883,92440,187323,-34.945,138.5306
"ADELAIDE",443,2021,11,116813,113929,230742,1180,1299,2479,117993,115228,233221,-34.945,138.5306
"ADELAIDE",444,2021,12,152001,142689,294690,937,2799,3736,152938,145488,298426,-34.945,138.5306
"ADELAIDE",445,2022,1,127555,129736,257291,4211,3718,7929,131766,133454,265220,-34.945,138.5306
"ADELAIDE",446,2022,2,138158,134762,272920,7289,4956,12245,145447,139718,285165,-34.945,138.5306
"ADELAIDE",447,2022,3,222888,220124,443012,7098,8046,15144,229986,228170,458156,-34.945,138.5306
"ADELAIDE",448,2022,4,281960,284961,566921,10306,12112,22418,292266,297073,589339,-34.945,138.5306
"ADELAIDE",449,2022,5,268778,265119,533897,12693,12808,25501,281471,277927,559398,-34.945,138.5306
"ADELAIDE",450,2022,6,263202,258308,521510,13847,17516,31363,277049,275824,552873,-34.945,138.5306
"ADELAIDE",451,2022,7,287105,291796,578901,22259,22240,44499,309364,314036,623400,-34.945,138.5306
"ADELAIDE",452,2022,8,269233,261865,531098,21150,20231,41381,290383,282096,572479,-34.945,138.5306
"ADELAIDE",453,2022,9,276769,271841,548610,23363,22819,46182,300132,294660,594792,-34.945,138.5306
"ADELAIDE",454,2022,10,304480,300696,605176,25603,22827,48430,330083,323523,653606,-34.945,138.5306
"ADELAIDE",455,2022,11,289145,290101,579246,26291,25667,51958,315436,315768,631204,-34.945,138.5306
"ADELAIDE",456,2022,12,286051,282226,568277,28493,34434,62927,314544,316660,631204,-34.945,138.5306
"ADELAIDE",457,2023,1,274435,279785,554220,41237,34113,75350,315672,313898,629570,-34.945,138.5306
"ADELAIDE",458,2023,2,255626,250364,505990,30587,24931,55518,286213,275295,561508,-34.945,138.5306
"ADELAIDE",459,2023,3,310519,306729,617248,33742,30455,64197,344261,337184,681445,-34.945,138.5306
"ADELAIDE",460,2023,4,299384,301115,600499,36738,38284,75022,336122,339399,675521,-34.945,138.5306
"ADELAIDE",461,2023,5,296058,291446,587504,31211,33022,64233,327269,324468,651737,-34.945,138.5306
"ADELAIDE",462,2023,6,272888,275630,548518,31799,35432,67231,304687,311062,615749,-34.945,138.5306
"ADELAIDE",463,2023,7,299971,306821,606792,45312,40896,86208,345283,347717,693000,-34.945,138.5306
"ADELAIDE",464,2023,8,299771,293865,593636,36548,33483,70031,336319,327348,663667,-34.945,138.5306
"ADELAIDE",465,2023,9,297536,300179,597715,39684,37768,77452,337220,337947,675167,-34.945,138.5306
"ADELAIDE",466,2023,10,331244,327522,658766,44490,35907,80397,375734,363429,739163,-34.945,138.5306
"ADELAIDE",467,2023,11,317671,320807,638478,35710,34357,70067,353381,355164,708545,-34.945,138.5306
"BALLINA",1631,2019,1,27119,29344,56463,0,0,0,27119,29344,56463,-28.8333,153.5619
"BALLINA",1632,2019,2,18999,19168,38167,0,0,0,18999,19168,38167,-28.8333,153.5619
"BALLINA",1633,2019,3,22612,22596,45208,0,0,0,22612,22596,45208,-28.8333,153.5619
"BALLINA",1634,2019,4,24051,23949,48000,0,0,0,24051,23949,48000,-28.8333,153.5619
"BALLINA",1635,2019,5,18031,18257,36288,0,0,0,18031,18257,36288,-28.8333,153.5619
"BALLINA",1636,2019,6,17894,17387,35281,0,0,0,17894,17387,35281,-28.8333,153.5619
"BALLINA",1637,2019,7,22932,23029,45961,0,0,0,22932,23029,45961,-28.8333,153.5619
"BALLINA",1638,2019,8,19791,19809,39600,0,0,0,19791,19809,39600,-28.8333,153.5619
"BALLINA",1639,2019,9,22424,21109,43533,0,0,0,22424,21109,43533,-28.8333,153.5619
"BALLINA",1640,2019,10,23850,24551,48401,0,0,0,23850,24551,48401,-28.8333,153.5619
"BALLINA",1641,2019,11,22416,22485,44901,0,0,0,22416,22485,44901,-28.8333,153.5619
"BALLINA",1642,2019,12,27028,24448,51476,0,0,0,27028,24448,51476,-28.8333,153.5619
"BALLINA",1643,2020,1,27390,30186,57576,0,0,0,27390,30186,57576,-28.8333,153.5619
"BALLINA",1644,2020,2,20690,20309,40999,0,0,0,20690,20309,40999,-28.8333,153.5619
"BALLINA",1645,2020,3,13835,14568,28403,0,0,0,13835,14568,28403,-28.8333,153.5619
"BALLINA",1646,2020,4,195,182,377,0,0,0,195,182,377,-28.8333,153.5619
"BALLINA",1647,2020,5,1257,1272,2529,0,0,0,1257,1272,2529,-28.8333,153.5619
"BALLINA",1648,2020,6,4322,3587,7909,0,0,0,4322,3587,7909,-28.8333,153.5619
"BALLINA",1649,2020,7,15858,15370,31228,0,0,0,15858,15370,31228,-28.8333,153.5619
"BALLINA",1650,2020,8,13248,13906,27154,0,0,0,13248,13906,27154,-28.8333,153.5619
"BALLINA",1651,2020,9,18682,17462,36144,0,0,0,18682,17462,36144,-28.8333,153.5619
"BALLINA",1652,2020,10,25422,25769,51191,0,0,0,25422,25769,51191,-28.8333,153.5619
"BALLINA",1653,2020,11,29389,26973,56362,0,0,0,29389,26973,56362,-28.8333,153.5619
"BALLINA",1654,2020,12,35876,31529,67405,0,0,0,35876,31529,67405,-28.8333,153.5619
"BALLINA",1655,2021,1,28046,31562,59608,0,0,0,28046,31562,59608,-28.8333,153.5619
"BALLINA",1656,2021,2,25021,24357,49378,0,0,0,25021,24357,49378,-28.8333,153.5619
"BALLINA",1657,2021,3,28068,28406,56474,0,0,0,28068,28406,56474,-28.8333,153.5619
"BALLINA",1658,2021,4,29364,29741,59105,0,0,0,29364,29741,59105,-28.8333,153.5619
"BALLINA",1659,2021,5,25018,26076,51094,0,0,0,25018,26076,51094,-28.8333,153.5619
"BALLINA",1660,2021,6,22841,20763,43604,0,0,0,22841,20763,43604,-28.8333,153.5619
"BALLINA",1661,2021,7,3537,5022,8559,0,0,0,3537,5022,8559,-28.8333,153.5619
"BALLINA",1662,2021,8,1066,1119,2185,0,0,0,1066,1119,2185,-28.8333,153.5619
"BALLINA",1663,2021,9,1540,1321,2861,0,0,0,1540,1321,2861,-28.8333,153.5619
"BALLINA",1664,2021,10,3896,4070,7966,0,0,0,3896,4070,7966,-28.8333,153.5619
"BALLINA",1665,2021,11,40727,36702,77429,0,0,0,40727,36702,77429,-28.8333,153.5619
"BALLINA",1666,2021,12,55978,50443,106421,0,0,0,55978,50443,106421,-28.8333,153.5619
"BALLINA",1667,2022,1,33426,39287,72713,0,0,0,33426,39287,72713,-28.8333,153.5619
"BALLINA",1668,2022,2,20886,20946,41832,0,0,0,20886,20946,41832,-28.8333,153.5619
"BALLINA",1669,2022,3,21359,22365,43724,0,0,0,21359,22365,43724,-28.8333,153.5619
"BALLINA",1670,2022,4,30264,30175,60439,0,0,0,30264,30175,60439,-28.8333,153.5619
"BALLINA",1671,2022,5,26383,27292,53675,0,0,0,26383,27292,53675,-28.8333,153.5619
"BALLINA",1672,2022,6,25244,24336,49580,0,0,0,25244,24336,49580,-28.8333,153.5619
"BALLINA",1673,2022,7,25628,25714,51342,0,0,0,25628,25714,51342,-28.8333,153.5619
"BALLINA",1674,2022,8,22354,23191,45545,0,0,0,22354,23191,45545,-28.8333,153.5619
"BALLINA",1675,2022,9,25795,24241,50036,0,0,0,25795,24241,50036,-28.8333,153.5619
"BALLINA",1676,2022,10,27176,27849,55025,0,0,0,27176,27849,55025,-28.8333,153.5619
"BALLINA",1677,2022,11,29717,28972,58689,0,0,0,29717,28972,58689,-28.8333,153.5619
"BALLINA",1678,2022,12,28435,28278,56713,0,0,0,28435,28278,56713,-28.8333,153.5619
"BALLINA",1679,2023,1,29525,31981,61506,0,0,0,29525,31981,61506,-28.8333,153.5619
"BALLINA",1680,2023,2,24589,24374,48963,0,0,0,24589,24374,48963,-28.8333,153.5619
"BALLINA",1681,2023,3,29482,29328,58810,0,0,0,29482,29328,58810,-28.8333,153.5619
"BALLINA",1682,2023,4,26230,26146,52376,0,0,0,26230,26146,52376,-28.8333,153.5619
"BALLINA",1683,2023,5,23516,24455,47971,0,0,0,23516,24455,47971,-28.8333,153.5619
"BALLINA",1684,2023,6,23442,22194,45636,0,0,0,23442,22194,45636,-28.8333,153.5619
"BALLINA",1685,2023,7,26226,26480,52706,0,0,0,26226,26480,52706,-28.8333,153.5619
"BALLINA",1686,2023,8,25100,25478,50578,0,0,0,25100,25478,50578,-28.8333,153.5619
"BALLINA",1687,2023,9,28237,26806,55043,0,0,0,28237,26806,55043,-28.8333,153.5619
"BALLINA",1688,2023,10,27510,28163,55673,0,0,0,27510,28163,55673,-28.8333,153.5619
"BALLINA",1689,2023,11,26925,26298,53223,0,0,0,26925,26298,53223,-28.8333,153.5619
"BRISBANE",2098,2019,1,680091,694414,1374505,317314,268620,585934,997405,963034,1960439,-27.3842,153.1175
"BRISBANE",2099,2019,2,616250,622404,1238654,242960,216993,459953,859210,839397,1698607,-27.3842,153.1175
"BRISBANE",2100,2019,3,716941,707741,1424682,236208,242477,478685,953149,950218,1903367,-27.3842,153.1175
"BRISBANE",2101,2019,4,729676,729399,1459075,253286,268696,521982,982962,998095,1981057,-27.3842,153.1175
"BRISBANE",2102,2019,5,713574,705242,1418816,239373,246644,486017,952947,951886,1904833,-27.3842,153.1175
"BRISBANE",2103,2019,6,688110,690716,1378826,242225,271760,513985,930335,962476,1892811,-27.3842,153.1175
"BRISBANE",2104,2019,7,807079,791137,1598216,313718,267968,581686,1120797,1059105,2179902,-27.3842,153.1175
"BRISBANE",2105,2019,8,767014,761185,1528199,272091,295442,567533,1039105,1056627,2095732,-27.3842,153.1175
"BRISBANE",2106,2019,9,760862,757044,1517906,262254,278326,540580,1023116,1035370,2058486,-27.3842,153.1175
"BRISBANE",2107,2019,10,807162,817472,1624634,295301,259813,555114,1102463,1077285,2179748,-27.3842,153.1175
"BRISBANE",2108,2019,11,746493,752828,1499321,255212,266720,521932,1001705,1019548,2021253,-27.3842,153.1175
"BRISBANE",2109,2019,12,773116,744192,1517308,284412,327751,612163,1057528,1071943,2129471,-27.3842,153.1175
"BRISBANE",2110,2020,1,707885,734476,1442361,333471,283668,617139,1041356,1018144,2059500,-27.3842,153.1175
"BRISBANE",2111,2020,2,606981,612685,1219666,223875,197282,421157,830856,809967,1640823,-27.3842,153.1175
"BRISBANE",2112,2020,3,445000,440149,885149,138690,125177,263867,583690,565326,1149016,-27.3842,153.1175
"BRISBANE",2113,2020,4,26799,28101,54900,2379,6582,8961,29178,34683,63861,-27.3842,153.1175
"BRISBANE",2114,2020,5,32659,32637,65296,1809,2679,4488,34468,35316,69784,-27.3842,153.1175
"BRISBANE",2115,2020,6,71393,76000,147393,4496,5537,10033,75889,81537,157426,-27.3842,153.1175
"BRISBANE",2116,2020,7,180038,171365,351403,3985,7081,11066,184023,178446,362469,-27.3842,153.1175
"BRISBANE",2117,2020,8,140987,146225,287212,2853,8057,10910,143840,154282,298122,-27.3842,153.1175
"BRISBANE",2118,2020,9,154735,156829,311564,2123,5762,7885,156858,162591,319449,-27.3842,153.1175
"BRISBANE",2119,2020,10,193051,184825,377876,5315,7184,12499,198366,192009,390375,-27.3842,153.1175
"BRISBANE",2120,2020,11,217430,224522,441952,4601,4844,9445,222031,229366,451397,-27.3842,153.1175
"BRISBANE",2121,2020,12,414477,387548,802025,5302,5539,10841,419779,393087,812866,-27.3842,153.1175
"BRISBANE",2122,2021,1,267902,283907,551809,4659,5284,9943,272561,289191,561752,-27.3842,153.1175
"BRISBANE",2123,2021,2,298130,300469,598599,4586,4144,8730,302716,304613,607329,-27.3842,153.1175
"BRISBANE",2124,2021,3,427648,425920,853568,6444,3936,10380,434092,429856,863948,-27.3842,153.1175
"BRISBANE",2125,2021,4,429654,437156,866810,9980,11642,21622,439634,448798,888432,-27.3842,153.1175
"BRISBANE",2126,2021,5,511000,503556,1014556,25723,22710,48433,536723,526266,1062989,-27.3842,153.1175
"BRISBANE",2127,2021,6,430307,432858,863165,28021,24882,52903,458328,457740,916068,-27.3842,153.1175
"BRISBANE",2128,2021,7,249494,245299,494793,19956,21025,40981,269450,266324,535774,-27.3842,153.1175
"BRISBANE",2129,2021,8,121497,122053,243550,5549,4909,10458,127046,126962,254008,-27.3842,153.1175
"BRISBANE",2130,2021,9,218867,223494,442361,3420,4240,7660,222287,227734,450021,-27.3842,153.1175
"BRISBANE",2131,2021,10,234056,228529,462585,3399,4891,8290,237455,233420,470875,-27.3842,153.1175
"BRISBANE",2132,2021,11,250852,253869,504721,2578,7419,9997,253430,261288,514718,-27.3842,153.1175
"BRISBANE",2133,2021,12,395624,366513,762137,4454,14148,18602,400078,380661,780739,-27.3842,153.1175
"BRISBANE",2134,2022,1,344849,354577,699426,13581,11602,25183,358430,366179,724609,-27.3842,153.1175
"BRISBANE",2135,2022,2,353768,356813,710581,29642,16900,46542,383410,373713,757123,-27.3842,153.1175
"BRISBANE",2136,2022,3,512295,519705,1032000,44992,40392,85384,557287,560097,1117384,-27.3842,153.1175
"BRISBANE",2137,2022,4,656158,657024,1313182,75699,78551,154250,731857,735575,1467432,-27.3842,153.1175
"BRISBANE",2138,2022,5,634184,628422,1262606,84015,90484,174499,718199,718906,1437105,-27.3842,153.1175
"BRISBANE",2139,2022,6,654731,657804,1312535,96894,110899,207793,751625,768703,1520328,-27.3842,153.1175
"BRISBANE",2140,2022,7,698031,688182,1386213,141980,131641,273621,840011,819823,1659834,-27.3842,153.1175
"BRISBANE",2141,2022,8,644200,639823,1284023,139711,135646,275357,783911,775469,1559380,-27.3842,153.1175
"BRISBANE",2142,2022,9,677647,667478,1345125,147935,143906,291841,825582,811384,1636966,-27.3842,153.1175
"BRISBANE",2143,2022,10,694615,697835,1392450,164173,145909,310082,858788,843744,1702532,-27.3842,153.1175
"BRISBANE",2144,2022,11,662151,674355,1336506,160209,164470,324679,822360,838825,1661185,-27.3842,153.1175
"BRISBANE",2145,2022,12,655328,644468,1299796,168050,192056,360106,823378,836524,1659902,-27.3842,153.1175
"BRISBANE",2146,2023,1,615812,622489,1238301,202387,175332,377719,818199,797821,1616020,-27.3842,153.1175
"BRISBANE",2147,2023,2,572715,567534,1140249,165788,148389,314177,738503,715923,1454426,-27.3842,153.1175
"BRISBANE",2148,2023,3,687168,693293,1380461,173754,173503,347257,860922,866796,1727718,-27.3842,153.1175
"BRISBANE",2149,2023,4,666202,655732,1321934,177699,184288,361987,843901,840020,1683921,-27.3842,153.1175
"BRISBANE",2150,2023,5,670900,666949,1337849,173763,180078,353841,844663,847027,1691690,-27.3842,153.1175
"BRISBANE",2151,2023,6,673019,668794,1341813,190044,207687,397731,863063,876481,1739544,-27.3842,153.1175
"BRISBANE",2152,2023,7,730163,708229,1438392,225371,206945,432316,955534,915174,1870708,-27.3842,153.1175
"BRISBANE",2153,2023,8,708809,706897,1415706,207038,215279,422317,915847,922176,1838023,-27.3842,153.1175
"BRISBANE",2154,2023,9,727365,722667,1450032,217038,216383,433421,944403,939050,1883453,-27.3842,153.1175
"BRISBANE",2155,2023,10,730214,737807,1468021,225733,208142,433875,955947,945949,1901896,-27.3842,153.1175
"BRISBANE",2156,2023,11,711614,719765,1431379,213208,227229,440437,924822,946994,1871816,-27.3842,153.1175
"CAIRNS",2565,2019,1,165466,182593,348059,35119,28466,63585,200585,211059,411644,-16.8858,145.7553
"CAIRNS",2566,2019,2,137677,144222,281899,30795,25815,56610,168472,170037,338509,-16.8858,145.7553
"CAIRNS",2567,2019,3,148353,148820,297173,27643,27018,54661,175996,175838,351834,-16.8858,145.7553
"CAIRNS",2568,2019,4,174165,174537,348702,26308,26781,53089,200473,201318,401791,-16.8858,145.7553
"CAIRNS",2569,2019,5,155803,156734,312537,21257,24427,45684,177060,181161,358221,-16.8858,145.7553
"CAIRNS",2570,2019,6,165242,156860,322102,22586,22671,45257,187828,179531,367359,-16.8858,145.7553
"CAIRNS",2571,2019,7,202599,207474,410073,32703,26768,59471,235302,234242,469544,-16.8858,145.7553
"CAIRNS",2572,2019,8,186770,193366,380136,31853,35300,67153,218623,228666,447289,-16.8858,145.7553
"CAIRNS",2573,2019,9,179272,175399,354671,27488,27903,55391,206760,203302,410062,-16.8858,145.7553
"CAIRNS",2574,2019,10,186674,198083,384757,29088,24945,54033,215762,223028,438790,-16.8858,145.7553
"CAIRNS",2575,2019,11,166611,170095,336706,21997,22149,44146,188608,192244,380852,-16.8858,145.7553
"CAIRNS",2576,2019,12,178108,171434,349542,25408,27336,52744,203516,198770,402286,-16.8858,145.7553
"CAIRNS",2577,2020,1,167386,180829,348215,28638,24465,53103,196024,205294,401318,-16.8858,145.7553
"CAIRNS",2578,2020,2,112318,121118,233436,24070,19120,43190,136388,140238,276626,-16.8858,145.7553
"CAIRNS",2579,2020,3,87371,93860,181231,10976,10079,21055,98347,103939,202286,-16.8858,145.7553
"CAIRNS",2580,2020,4,3459,3967,7426,30,24,54,3489,3991,7480,-16.8858,145.7553
"CAIRNS",2581,2020,5,4457,4324,8781,37,55,92,4494,4379,8873,-16.8858,145.7553
"CAIRNS",2582,2020,6,13751,12639,26390,102,144,246,13853,12783,26636,-16.8858,145.7553
"CAIRNS",2583,2020,7,54621,49769,104390,53,72,125,54674,49841,104515,-16.8858,145.7553
"CAIRNS",2584,2020,8,47105,50717,97822,79,58,137,47184,50775,97959,-16.8858,145.7553
"CAIRNS",2585,2020,9,63478,61080,124558,94,68,162,63572,61148,124720,-16.8858,145.7553
"CAIRNS",2586,2020,10,64549,68830,133379,130,108,238,64679,68938,133617,-16.8858,145.7553
"CAIRNS",2587,2020,11,61386,63214,124600,367,96,463,61753,63310,125063,-16.8858,145.7553
"CAIRNS",2588,2020,12,104291,92785,197076,250,106,356,104541,92891,197432,-16.8858,145.7553
"CAIRNS",2589,2021,1,81168,94999,176167,267,127,394,81435,95126,176561,-16.8858,145.7553
"CAIRNS",2590,2021,2,61052,61666,122718,184,104,288,61236,61770,123006,-16.8858,145.7553
"CAIRNS",2591,2021,3,96171,89306,185477,171,47,218,96342,89353,185695,-16.8858,145.7553
"CAIRNS",2592,2021,4,139312,137320,276632,0,0,0,139312,137320,276632,-16.8858,145.7553
"CAIRNS",2593,2021,5,138197,136872,275069,0,0,0,138197,136872,275069,-16.8858,145.7553
"CAIRNS",2594,2021,6,136235,124787,261022,283,275,558,136518,125062,261580,-16.8858,145.7553
"CAIRNS",2595,2021,7,105136,122044,227180,434,550,984,105570,122594,228164,-16.8858,145.7553
"CAIRNS",2596,2021,8,42963,46215,89178,0,0,0,42963,46215,89178,-16.8858,145.7553
"CAIRNS",2597,2021,9,82306,78141,160447,0,0,0,82306,78141,160447,-16.8858,145.7553
"CAIRNS",2598,2021,10,80925,85901,166826,0,3,3,80925,85904,166829,-16.8858,145.7553
"CAIRNS",2599,2021,11,76280,79303,155583,0,19,19,76280,79322,155602,-16.8858,145.7553
"CAIRNS",2600,2021,12,117397,98493,215890,0,26,26,117397,98519,215916,-16.8858,145.7553
"CAIRNS",2601,2022,1,101593,119639,221232,0,68,68,101593,119707,221300,-16.8858,145.7553
"CAIRNS",2602,2022,2,74950,73920,148870,0,111,111,74950,74031,148981,-16.8858,145.7553
"CAIRNS",2603,2022,3,112705,109426,222131,107,250,357,112812,109676,222488,-16.8858,145.7553
"CAIRNS",2604,2022,4,176984,170675,347659,1597,1374,2971,178581,172049,350630,-16.8858,145.7553
"CAIRNS",2605,2022,5,152773,152054,304827,2277,3020,5297,155050,155074,310124,-16.8858,145.7553
"CAIRNS",2606,2022,6,181033,165059,346092,4037,5344,9381,185070,170403,355473,-16.8858,145.7553
"CAIRNS",2607,2022,7,188524,196632,385156,10314,8022,18336,198838,204654,403492,-16.8858,145.7553
"CAIRNS",2608,2022,8,173475,178869,352344,11323,10614,21937,184798,189483,374281,-16.8858,145.7553
"CAIRNS",2609,2022,9,184671,178202,362873,7586,7664,15250,192257,185866,378123,-16.8858,145.7553
"CAIRNS",2610,2022,10,179425,188390,367815,10261,8440,18701,189686,196830,386516,-16.8858,145.7553
"CAIRNS",2611,2022,11,149558,155164,304722,7692,9456,17148,157250,164620,321870,-16.8858,145.7553
"CAIRNS",2612,2022,12,159727,149179,308906,11267,14438,25705,170994,163617,334611,-16.8858,145.7553
"CAIRNS",2613,2023,1,143420,155313,298733,15885,13920,29805,159305,169233,328538,-16.8858,145.7553
"CAIRNS",2614,2023,2,111683,116266,227949,15903,11957,27860,127586,128223,255809,-16.8858,145.7553
"CAIRNS",2615,2023,3,142578,139756,282334,15864,17120,32984,158442,156876,315318,-16.8858,145.7553
"CAIRNS",2616,2023,4,163902,166802,330704,18602,16245,34847,182504,183047,365551,-16.8858,145.7553
"CAIRNS",2617,2023,5,158107,158050,316157,16952,18037,34989,175059,176087,351146,-16.8858,145.7553
"CAIRNS",2618,2023,6,177738,166490,344228,18226,18794,37020,195964,185284,381248,-16.8858,145.7553
"CAIRNS",2619,2023,7,195021,204360,399381,28855,20136,48991,223876,224496,448372,-16.8858,145.7553
"CAIRNS",2620,2023,8,188334,193286,381620,27315,27939,55254,215649,221225,436874,-16.8858,145.7553
"CAIRNS",2621,2023,9,191936,186040,377976,25026,28228,53254,216962,214268,431230,-16.8858,145.7553
"CAIRNS",2622,2023,10,184789,195082,379871,27532,24665,52197,212321,219747,432068,-16.8858,145.7553
"CAIRNS",2623,2023,11,162243,165589,327832,24233,25047,49280,186476,190636,377112,-16.8858,145.7553
"CANBERRA",3032,2019,1,106793,94755,201548,3290,3445,6735,110083,98200,208283,-35.3069,149.195
"CANBERRA",3033,2019,2,120670,118342,239012,2839,2678,5517,123509,121020,244529,-35.3069,149.195
"CANBERRA",3034,2019,3,135197,135475,270672,2592,3492,6084,137789,138967,276756,-35.3069,149.195
"CANBERRA",3035,2019,4,127461,127899,255360,2811,4239,7050,130272,132138,262410,-35.3069,149.195
"CANBERRA",3036,2019,5,130101,132847,262948,2984,4365,7349,133085,137212,270297,-35.3069,149.195
"CANBERRA",3037,2019,6,125376,126024,251400,3333,4545,7878,128709,130569,259278,-35.3069,149.195
"CANBERRA",3038,2019,7,140844,137122,277966,4168,4227,8395,145012,141349,286361,-35.3069,149.195
"CANBERRA",3039,2019,8,138130,139859,277989,3174,4067,7241,141304,143926,285230,-35.3069,149.195
"CANBERRA",3040,2019,9,140824,139184,280008,3471,4559,8030,144295,143743,288038,-35.3069,149.195
"CANBERRA",3041,2019,10,150608,147522,298130,3777,3557,7334,154385,151079,305464,-35.3069,149.195
"CANBERRA",3042,2019,11,143066,144165,287231,2813,3718,6531,145879,147883,293762,-35.3069,149.195
"CANBERRA",3043,2019,12,120748,130031,250779,2478,4447,6925,123226,134478,257704,-35.3069,149.195
"CANBERRA",3044,2020,1,107782,97761,205543,2617,3087,5704,110399,100848,211247,-35.3069,149.195
"CANBERRA",3045,2020,2,121940,117645,239585,2265,2279,4544,124205,119924,244129,-35.3069,149.195
"CANBERRA",3046,2020,3,77060,74706,151766,1471,1174,2645,78531,75880,154411,-35.3069,149.195
"CANBERRA",3047,2020,4,2044,2334,4378,0,0,0,2044,2334,4378,-35.3069,149.195
"CANBERRA",3048,2020,5,2891,2827,5718,0,0,0,2891,2827,5718,-35.3069,149.195
"CANBERRA",3049,2020,6,6861,6484,13345,0,0,0,6861,6484,13345,-35.3069,149.195
"CANBERRA",3050,2020,7,10723,11907,22630,0,0,0,10723,11907,22630,-35.3069,149.195
"CANBERRA",3051,2020,8,7072,6437,13509,0,0,0,7072,6437,13509,-35.3069,149.195
"CANBERRA",3052,2020,9,6167,7122,13289,0,0,0,6167,7122,13289,-35.3069,149.195
"CANBERRA",3053,2020,10,22103,23072,45175,0,0,0,22103,23072,45175,-35.3069,149.195
"CANBERRA",3054,2020,11,34173,34250,68423,118,0,118,34291,34250,68541,-35.3069,149.195
"CANBERRA",3055,2020,12,51306,61312,112618,0,0,0,51306,61312,112618,-35.3069,149.195
"CANBERRA",3056,2021,1,52681,44013,96694,0,0,0,52681,44013,96694,-35.3069,149.195
"CANBERRA",3057,2021,2,46159,46671,92830,0,0,0,46159,46671,92830,-35.3069,149.195
"CANBERRA",3058,2021,3,65604,66221,131825,137,0,137,65741,66221,131962,-35.3069,149.195
"CANBERRA",3059,2021,4,73731,73864,147595,0,0,0,73731,73864,147595,-35.3069,149.195
